SessionGUID;string;GUID идентификатор сессии пользователя.
Id_Language;int;Идентификатор языка на котором будет выводиться текстовая информация справочника. Информацию о языках можно получить с помощью метода LanguagesGet.
UIds;string;Массив идентификаторов PersonCodeUданные о которых будут выведены в результирующий набор. Формат строки – “‘GUID1’,’GUID2’,’GUIDN’”. Максимальная длинна строки – 8000 символов.
