SessionGUID;string;GUID идентификатор сессии пользователя.
AtestatSeries;string;Серия аттестата. При указании параметра результирующий набор будет отфильтрован по указанной серии аттестата. Параметр обязательный.
AtestatNumber;string;Номер аттестата. При указании параметра результирующий набор будет отфильтрован по указанному номеру аттестата. Параметр обязательный.
