User;String;Имя пользователя
Password;String;Пароль пользователя
ClearPreviewSession;int;Флаг, указывающий что необходимо закрывать предыдущую открытую сессию если она активна. 0 – Не закрывать предыдущую сессию 1—Закрывать предыдущую сессию
ApplicationKey;String;Параметр зарезервирован, необходимо указывать пустую строку.
